song_id,title,artist_name,duration,year,tempo,key,category
SOKWBGF12AC3DFB033,East West,Thomas Battenstein,342.20363,0,134.132,5,Unknown
SOWZVLJ12A58A7C2C8,Jesus_ Lover Of My Soul (Bonus Stereo Trax),Passion,253.41342,0,114.303,10,Unknown
SOVTFUO12A6310D813,The Invasion (Aka Black Wa Da Da),Burning Spear,334.31465,2001-06-19,146.392,9,Unknown
SOIVZJD12AB0182EDD,Heal (The Separation) [PM Dawn Alt. Lead Mix],The Shamen,280.31955,1996,109.96,10,Unknown
SOHKXAC12A58A7F6E5,IV,From Autumn To Ashes,147.64363,2002-03-05,97.169,4,Unknown
SOKHYFG12A63110822,Rock The House (Explicit),Gorillaz,249.93914,2001,171.918,1,Unknown
SOUEARP12A58A7D643,Tables Turn,Ann Nesby,243.01669,2007-09-25,88.008,11,Unknown
SOEFJXQ12A670200C8,Carol of the Bells (Album Version),Danny Wright,240.53506,0,95.995,7,Unknown
SOHBHOE12AB01840A9,La petite boite en fer,Mademoiselle Sane,217.62567,2007-02,63.154,11,Unknown
SOMVAUS12AB017D665,Motivator,Midwest Product,301.73995,2003-10-07,141.002,10,Unknown
SOMSPYS12A6D4FEDBB,Neglected,Marygold,225.09669,0,133.857,7,Unknown
SOFZXTF12AB018D64B,This Ain't A Love Song,Bon Jovi,432.97914,Unknown,91.775,8,Unknown
SOSAXES12AC3DF68E7,Dontchaletmecatchya,The Wiyos,186.30485,2009-06-16,192.831,7,Unknown
SOWWYDN12AB01825F7,Prospection,Henri Pousseur,298.73587,0,65.919,0,Unknown
SOAWYUA12A8C144D4D,Louie Louie,Eddie and the Subtitles,143.98649,1980,154.072,1,Unknown
SOSXAMA12A8C133298,Good Texan,The Vaughan Brothers,262.29506,1997,142.372,9,Unknown
SOGRPFI12A8C1349A6,Intro. & Hello Young Lovers (Live) (2000 Digital Remaster),Bobby Darin,124.9171,0,71.356,7,Unknown
SOXPAGL12A8C13792D,Chase The Light,Dope Stars Inc.,233.22077,2006,154.998,11,Unknown
SOEAASN12A58A7932D,Soul of Ethiopia,Oh No,110.57587,2009,128.116,3,Unknown
SOKBIAI12AB0180E97,Smith & Wesson,Frenchy,246.17751,0,96.904,1,Unknown
SOFHVPF12A8C134ED7,Angry Chair,Alice In Chains,262.47791,1992,111.239,5,Unknown
SOPAZGG12AC3DF6DC1,Que Ves Por Tu Ventana,David Saylor,218.22649,0,121.9,7,Unknown
SOGMYFZ12AC468ACED,Nadal De Luintra,Berrogüetto,242.62485,2000,99.546,2,Unknown
SODHEVC12A58A81DA0,Talking During Sex (LP Version),Martin Lawrence,202.78812,0,61.863,11,Unknown
SOWOMMS12A8AE499EB,Life is Love,NO-TONE ft.Inusa,396.7473,0,126.012,2,Unknown
SOOABJR12A58A779B0,Bring Out Your Dead,Cadacross,217.93914,2002-11,92.608,4,Unknown
SOXLEKB12A8C1338EE,Spawn (Again),Silverchair,207.56853,Unknown,138.385,1,Unknown
SOBMWTE12A8C13C2AF,The Modern Rome Burning,Anti-Flag,299.80689,Unknown,178.804,10,Unknown
SOVZKIS12AF72A0A93,Vietnamese Baby,The New York Dolls,234.84036,1973,84.058,0,Unknown
SOYIXMY12AF72A0734,Working On The Highway,Bruce Springsteen,191.99955,1997,183.709,0,Unknown
SOOBTKZ12A58A7B0B0,I'll Be Glad,Elvin Bishop,335.69914,2005-08-16,100.173,0,Unknown
SOUEILW12AF72A5701,Gaya's Dream,The Gathering,363.31057,2008-09-15,87.797,0,Unknown
SODWIDL12A6D4FA5F2,Anyone Who Had A Heart,Cal Tjader,200.12363,1968,118.596,10,Unknown
SOOQPIK12A6701F1C5,Fortunate Fool,Jack Johnson,228.70159,Unknown,128.684,8,Unknown
SOXXZFP12A8AE47061,The Pig,Showbread,197.79873,2008-05-13,110.235,10,Unknown
SOIMRXV12A58A7F1B5,Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),Fabolous,246.33424,2003,96.708,6,Unknown
SORYBLZ12AF72A4286,Nothing Matters Anymore,Showbread,252.21179,2009-08-11,164.963,9,Unknown
SOFOXRS12AB017BD2E,Xin Bu Liao Qing,Fiona Sit,232.48934,0,99.977,5,Unknown
SOKHMJO12AB01832DA,Wings Off Flies (2009 Digital Remaster),Nick Cave & The Bad Seeds,246.46485,0,103.145,4,Unknown
SOEHDVV12A8C140A53,Canon In D Major (J. Pachelbel),Mariano Yanani,192.41751,0,126.273,2,Unknown
SOFUNPG12A58A7F017,Friends Of All Races,Rocky Whatule,283.74159,0,96.591,0,Unknown
SOWSIVF12AB018D3D1,Need To Shout,Architecture In Helsinki,249.28608,2005,139.999,9,Unknown
SODKZLY12A8C13F228,Jane 5,EPMD,161.35791,1997,86.819,1,Unknown
SOWZQFZ12AB018AC54,"non-existent track (part one: ""why don't you fuckin' remember anything ?"")",Aphasia,244.32281,2001,192.063,6,Unknown
SOMWLTZ12AB0182E86,White Jetta,Casiotone For The Painfully Alone,197.25016,2009,180.094,1,Unknown
SOFNHOT12A6D4FB296,Love Shines Through  (Dream Album Version),Michelle Tumes,232.22812,0,120.028,5,Unknown
SOYYJNB12AB0184408,Suck My Blood,Beherit,266.89261,2009,149.069,2,Unknown
SOPYDMS12A8C13676F,Brother Can You Spare A Dime (Album Version),Jim Kweskin with Samoa Wilson,325.35465,0,74.045,9,Unknown
SOEEANS12AB0184A71,The Sound Of Music - [High Wycombe Town Hall Live 13 July 1979] (Sound Check),Joy Division,245.34159,0,117.339,1,Unknown
SOBRDLW12AC468A908,She Don't Belong To You,Sue Foley,224.65261,1998,105.21,7,Unknown
SOBJVKE12A8AE44914,Q1.1 Edit,Basic Channel,62.92853,1995-02-04,160.546,10,Unknown
SOLUWQF12AB017DBDC,Youre nobody till somebody loves you,Mills Brothers,79.64689,0,124.906,2,Unknown
SOXMSNK12AF72A8850,This Is For My Bitches,Jim Jones featuring Oshy,224.31302,2009,121.978,6,Unknown
SODHFOI12A58A78491,Departure / End Title (Love Theme From Night Of Dark Shadows),Dark Shadows,115.43465,0,61.349,7,Unknown
SOGBMQD12AB018F2A0,Let It All Go,Krayzie Bone,175.5424,2010-07-27,181.03,6,Unknown
SODCZXW12A6D4F97F5,Hummingbird,Jimmy Page,322.97751,1988,139.015,0,Unknown
SOJJZTV12A6D4F6F6C,"Pete's Crusade (12"" Version) (2006 Digital Remaster)",Light Of The World,251.92444,2006-04-24,120.878,0,Unknown
SOHVCVM12AB018E396,Here You Come Again (LP Version),Barry Mann,170.44853,0,106.687,1,Unknown
SOCJHAZ12AB0181CE2,Blowin' In the Wind,Ben Sidran,307.80036,2009-10-13,68.479,5,Unknown
SOUAFUV12AB018A8FC,Beloki,Peloton,238.05342,0,70.229,4,Unknown
SOZCOFD12AB0189AC5,Pick Me Up On Your Way Down - Original,Charlie Walker,152.73751,0,144.265,5,Unknown
SOHWHCE12A8C133385,Shenandoah,The Statler Brothers,201.27302,1967,104.068,10,Unknown
SOZKPDV12A8C136A4E,Brightess night,Wilks,256.07791,0,90.006,5,Unknown
SOBBSDX12AAF3B33A9,My Own Way,Evolution,208.50893,0,97.015,5,Unknown
SOIIEVJ12AB018564E,Schauet Her!,Der Plan,34.32444,1984,121.834,1,Unknown
SOVGUDZ12AB017E644,Ich bleib so wie ich bin,Eko Fresh feat. Ado,215.92771,2007-11-23,126.693,10,Unknown
SOLWFYL12A8AE47B48,Dunn's Revenge,Paul Buckmaster,123.76771,1997,134.56,10,Unknown
SOUFDQA12AB0189758,Jag Vet En Dejlig Rosa,Thomas Battenstein,175.90812,0,98.241,7,Unknown
SOWRKPT12AC468E5D5,Never Alone,Walter Hawkins,468.00934,1978,129.761,1,Unknown
SOVAKME12AB01892EE,Washes Over Me,Wamdue Project,422.24281,0,123.984,11,Unknown
SOQWNGK12AB01897E2,Make it up,Anthony Cruz,264.14975,2005-12-05,95.37,0,Unknown
SOZEGIU12AB01895A8,Love Lifted Me,Eddy Raven,141.68771,1997,115.591,7,Unknown
SORVNPU12A8C134C36,Junior Crehan's Favourite - Corney Is Coming,Planxty,156.18567,1973,202.789,7,Unknown
SOKTSYD12A8C13CB8F,Bob Your Head,RUN-DMC,227.5522,1990,64.101,1,Unknown
SOHRNFL12A6D4F9978,Luo Cuo Che,Sammi Cheng,295.57506,0,87.099,9,Unknown
SOHJIWJ12AB0184EF9,Dope Nose,Weezer,137.37751,Unknown,127.407,10,Unknown
SOGBVJQ12AB01834A1,Le Roi A Fait Battre Tambour,Jacques Douai,143.43791,0,73.716,2,Unknown
SOUFPAB12A8C1382E0,It Could All Get Blown Away,The Jeff Healey Band,283.03628,1992,94.543,2,Unknown
SOACDZP12AB0188A3C,Hannikaisen baari,Hector,282.64444,0,133.088,4,Unknown
SOJYIEV12A8C130AAB,Radio Jay,Mario Rosenstock,361.82159,0,100.091,9,Unknown
SOUYPSW12A8C138902,Wang Wang Blues,Hank Penny,126.95465,0,95.95,5,Unknown
SOMWYQW12AB018373C,Siri,Samba Mapangala and Orchestra Virunga,301.66159,0,97.817,7,Unknown
SOUOWYN12A8C13501F,Suba,Jason Miles,256.20853,0,196.004,6,Unknown
SOUBGQW12A6D4F8CE5,Maracaia,Timbalada,242.1024,2006,180.06,10,Unknown
SOYQWAD12A8C139316,Chu Hsin,B.A.D.,241.81506,0,121.993,7,Unknown
SONIRES12AB01872D2,DEU470956112,Marty Robbins,129.67138,0,140.73,2,Unknown
SOIPFOS12AB0183721,Lebaran,Bimbo,288.86159,0,147.991,9,Unknown
SOHJNUH12AB01891DE,There Are More Questions Than Answers,Johnny Nash,167.26159,1989,163.257,4,Unknown
SOXMDLV12A6701E69E,Cell (Album),Falling Into Place,293.72036,0,138.045,6,Unknown
SOVSJKJ12AB0183DB7,Ya Basta,Jay Pérez,193.802,1994,104.387,0,Unknown
SOISNKR12A8C139DFA,Trois Noëls québècois (trad): Gabriel,Catherine King/Matthew Schwinghammer/The American Boychoir,125.3873,0,101.672,9,Unknown
SOWJQRR12A6D4F725C,Love Is All Around,Wet Wet Wet,246.38649,2007,84.084,10,Unknown
SOZQFDN12A6D4F8D09,Sommarens sista mås,Arne Weise,198.24281,2002,144.082,0,Unknown
SOFKPLB12AC95F0493,The Croppy Boy,The Irish Tenors,283.55873,2001-03-06,142.612,10,Unknown
SONNXKA12AB018A294,Reminissin',Geiom Feat. Marita,363.38893,2010-05-03,140.022,1,Unknown
SOZQJKU12A8C13A0C1,Fading Lady Light,Jefferson Starship,220.52526,2018-10-12,122.348,10,Unknown
SOTSHSR12AB01899B6,Play The Part,Eyes Set to Kill,158.95465,2010-06-08,97.497,8,Unknown
SOVCPCV12AAFF41B75,Caseta del Plater,Pep Laguarda & Tapineria,340.53179,Unknown,125.262,0,Unknown
SOHMIMK12AB018A437,Many Are We,Keep Of Kalessin,292.41424,2006-04-03,110.044,3,Unknown
SOKUUOE12A6D4F80EB,Sloppy (I Saw My Baby Gettin'),Devo,159.89506,Unknown,88.841,4,Unknown
SOAVTUX12AB0181896,Cajun Honey (Cajun Lovin' Style),Rod Bernard,103.44444,0,155.254,0,Unknown
SOXFDJD12AB018580A,2 People,Ann Lee,217.62567,2011,170.373,0,Unknown
SORNYFV12AF729F4A0,El Mar No Cesa (Live),Héroes del Silencio,198.89587,1991,159.483,4,Unknown
SONRWFT12A6D4F983A,Dig Up Her Bones,The Misfits,181.21098,1997,111.153,10,Unknown
SOEDFBN12AC9072EFE,I'm Gonna Take My Time,Anthony Watson,259.83955,0,163.902,11,Unknown
SOWPSXC12A6D4FB04D,Collides With Beauty,ATB,349.04771,2004,136.967,0,Unknown
SOILVKO12A8AE486B1,A Little Of You,Eurythmics,236.61669,1986,111.122,1,Unknown
SOYKMPM12AB0188163,Amaze,Jimmy Riley,215.24853,0,159.96,1,Unknown
SOHCGST12AB0185F64,Anfang Vom Ende,Pyranja,60.55138,2003,96.264,11,Unknown
SOXQCMS12AB018591C,2 Fists Full Of Nothing,Bruisers,289.01832,0,135.233,9,Unknown
SOMPUMW12A8C13D654,Cien Anos,Selena,190.35383,2000,90.602,2,Unknown
SOYKZHI12A58A7BEE9,Tabernacle Song,Fake Problems,195.47383,2009-02-17,103.776,0,Unknown
SOTMRJU12AC9074F64,I'll Pray For You,The Perrys,255.26812,0,82.487,6,Unknown
SOCXULH12A8C13F551,In My Heart,Paul Avgerinos,338.96444,2004-05-05,85.558,9,Unknown
SOBQJCE12AB0183BB3,Forgive Me (High Key-Premiere Performance Plus),Steve Green,211.722,0,99.619,5,Unknown
SOCYLNE12A81C223ED,"(You're) Timeless To Me (""Hairspray"")",John Travolta / Christopher Walken,287.16363,0,128.685,4,Unknown
SOCPWFB12A6D4FA899,Levallois Monte Carlo,Georges Parys,155.58485,0,90.278,4,Unknown
SOQVVDQ12AB018300C,Dragonfly,Diesel Boy,140.06812,1998-02-10,205.553,0,Unknown
SOLMXIE12A8C1429A8,Question Authority,Circle Jerks,122.64444,1982,173.669,1,Unknown
SOCHHXJ12A6D4F8E9B,32 Lines (Album Version),Sophie B. Hawkins,302.86322,1999,129.316,7,Unknown
SOZIQBP12A58A79F4E,The Taking Of Angelique,Dark Shadows,67.05587,0,110.933,11,Unknown
SOZIQEG12A8AE46F8E,Loup Garou,Deville_ Willy,291.91791,1996,103.258,9,Unknown
SOFJQSW12A58A7DD3B,Oh No,Daniel Johnston,237.68771,1987,105.641,8,Unknown
SOUMTXR12AB017BAB4,4tx.31b,S.U.P,274.54649,1998,154.01,0,Unknown
SOVKHXD12A67020C86,So Many Reasons,Jake Hess,168.77669,2004-07-13,92.76,6,Unknown
SOQSPFC12AB018C494,Run A Mile,The Pineapple Thief,399.82975,2006,140.077,0,Unknown
SOHWNYG12A81C208D4,All Is One,Atman,433.94567,1998,89.385,6,Unknown
SONYDNP12AB0186DCE,Your Love (Got a Hold of Me) instrumental,George Nooks,252.3424,0,179.888,2,Unknown
SOLRXEG12A8C13D5E7,Wo You Jin Ri,Justin,298.10893,0,120.016,5,Unknown
SOZNTWU12A8C1453CF,Nobody In Mind,Joe Turner,171.65016,0,84.737,1,Unknown
SOSJWQO12AC9070E86,Cranford: Deborah's Vigil,Carl Davis,167.20934,0,80.959,7,Unknown
SODICFT12AB01836D3,Kaloobafak [I'm Confessin' (That I Love You)] (LP Version),Jim Kweskin,235.31057,0,63.993,0,Unknown
SOWNKBE12A67FFB39F,Get 'em,Redman / Saukrates / Icadon,204.19873,0,231.264,4,Unknown
SOJCRCO12A6D4F89BA,Intro,DJ Clue / P. Diddy,64.70485,1998,81.229,2,Unknown
SOTAEHU12A8AE47888,September Song,The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,218.48771,1997,67.452,0,Unknown
SOHGUVY12A6D4FD2D5,Cable,Languis,199.00036,2007,126.999,1,Unknown
SOQBYJC12A8C1358D9,To Go Home,Daniel Johnston,270.78485,1982,131.011,0,Unknown
SOUKRER12A8C13BDE1,Duh Duh Da,Lidell Townsell,201.82159,0,125.013,9,Unknown
SOJDYFO12A8C141BA4,Tu Vuo_ Fa_ L_ Americano,Rita Chiarelli,278.33424,0,95.508,2,Unknown
SOGZRCP12AC960D91D,Bigbigkiss,Helen Love,213.39383,2000,162.101,2,Unknown
SOWEZSI12A81C21CE6,Tu Quieres Volver,Gipsy Kings,194.87302,1993,165.006,5,Unknown
SOHHVZZ12A6D4F9848,Stop That Thing,Sleepy John Estes,163.91791,1962,96.982,11,Unknown
SOEUWYJ12A8C144BE8,Intro/Whatcha Gonna Do about It,Humble Pie,288.02567,0,93.716,9,Unknown
SOAQLJU12AB0185B2A,High Horse,Workhorse,251.402,2007,85.209,7,Unknown
SOBUVXZ12AC9075605,Calm Down Dad,Helen Love,143.15057,2009-02-02,205.016,11,Unknown
SOFPBVZ12A8C135C19,Bodyfly (Dynamix original version),Dynamix,451.02975,0,85.326,8,Unknown
SOOCGEI12A6D4F9624,Walking To Jerusalem,Tracy Byrd,209.08363,2012-03-06,116.625,2,Unknown
SOMXAFA12AB018C537,Romanza,Hard Romantic,267.7024,0,81.974,10,Unknown
SOFXZWI12AB0180B8D,Brampton To Roadhead,Gathering,242.93832,0,95.035,7,Unknown
SOQLXRZ12AC468BC3F,Dragonfly,Connemara Stone Company,192.10404,0,123.36,2,Unknown
SOQTINJ12A58A7DD36,Drumroll (We're All Thirsty),P.O.S,156.83873,0,108.279,1,Unknown
SODYJJO12A58A7C861,It's Good To Know Jesus,Mississippi Mass Choir,221.90975,2003,116.49,1,Unknown
SOPVANN12AB0186E36,Back A Yard,The In Crowd,266.81424,1979,121.713,1,Unknown
SOWEUOO12A6D4F6D0C,Given Up (Album Version),Linkin Park,189.28281,2007,100.073,4,Unknown
SOWXZFY12A8C13807F,1er Gaou,Magic Systeme,287.34649,0,120.693,0,Unknown
SOUKMIK12A6D4F671E,Ja Nun Hons Pris,Bryan Ferry,35.65669,2002,82.568,7,Unknown
SOEKVHT12AB018D3D0,O For a Thousand Tongues,Glad,202.55302,0,105.364,9,Unknown
SORXZTW12AB0183775,Things You Do To Me,Martin Sexton,256.62649,2003-06-20,137.765,1,Unknown
SOGIUHH12A8C138CE0,South Bound Water,Lonnie Johnson,189.98812,1980,86.761,11,Unknown
SODOSRS12A8C144552,It Ain't What It Seems,Pat Travers,225.20118,1990,138.966,11,Unknown
SOANWEY12A58A7B504,Tripping Billies,DAVE MATTHEWS BAND,289.09669,Unknown,125.159,11,Unknown
SONPYGH12A6701F6CF,I'mma Break It Down,Eazy-E,208.32608,2002-09-26,115.692,8,Unknown
SOSELMV12A6D4FCF5A,Valerie,Amy Winehouse,229.85098,Unknown,96.224,5,Unknown
SOKZIXZ12AAF3B2CEC,The Very Conscious,The Antripodean Collective,720.53506,0,60.641,0,Unknown
SOLJQBW12A6702187B,November Has Come,Gorillaz,160.96608,2006-03-27,84.141,10,Unknown
SOSYGHA12AB0186AEC,Le Chat du Café des Artistes,Charlotte Gainsbourg,241.65832,2009-12-07,150.256,1,Unknown
SOOYPCQ12A6D4FC50A,Joy to the World,The Jordanaires & Orion,97.69751,0,106.317,10,Unknown
SOPTTLQ12A58A7B12B,6TH Avenue Nightmare,Pennywise,159.89506,2005-08-03,200.877,9,Unknown
SOJFVGM12A8C13E2B2,BOMB SQUAD,Bomb Squad,191.11138,1999,109.614,3,Unknown
SOSSDRI12A8C13B97E,Cuatro Estrofas,Sandra Mihanovich,263.18322,1994,122.072,11,Unknown
SOLVZZO12A8C130E19,Give It Up Or Let Me Go,Dixie Chicks,296.30649,1998-01-27,103.863,2,Unknown
SOADJAQ12A8C13F520,Song Without End,Paul Avgerinos,324.51873,2004-05-05,91.405,9,Unknown
SOZVZWP12A58A7BAD1,Show Me (Acoustic Version),Seal,117.78567,0,119.772,4,Unknown
SOMSGDK12A8C14032F,Background Music: The Greatest Ever Punk Sing-Along! (Live),The Prefects,266.57914,0,104.521,9,Unknown
SOKQQDO12A8C13471A,The Interrogation,Paul Buckmaster,73.50812,0,161.665,10,Unknown
SOKFHLV12AB0187A2F,Y.O.U. (Album Version),Lonestar,214.12526,0,125.022,0,Unknown
SOIZLKI12A6D4F7B61,Supermassive Black Hole (Album Version),Muse,209.34485,0,120.01,7,Unknown
SOKTKHO12A58A7CDA5,Climax (Instrumental Mix),Slum Village,200.61995,0,95.599,1,Unknown
SOBMAHU12AB017FA30,It's Four In The Morning,Faron Young,159.79057,1986,141.772,9,Unknown
SOLSXXH12A8C143166,A.C.A.B. (Bumper Sessions),4 Skins,89.44281,0,140.52,4,Unknown
SOKPBBP12A8AE49419,Nanã,Mario Telles,212.13995,1962,97.34,2,Unknown
SONHNAC12A8C13A15A,Tenderly,Eddie Calvert,171.65016,1954,130.598,7,Unknown
SOQUAIH12AB0181406,I Wanna Be Where You Are,Michael Jackson,182.7522,1972-01-24,207.544,4,Unknown
SOKGPRX12A8C138268,The Stranger,James Horner,231.57506,2003-11-18,186.138,2,Unknown
SOONMKD12A81C2413A,NOT IN LOVE,The Scare,218.95791,Unknown,95.33,9,Unknown
SONHEUO12AF72A4792,Intro,The Chi-Lites,251.27138,0,138.501,5,Unknown
SOTMGME12AB017F79B,Are You There (With Another Girl),Burt Bacharach,175.882,1973,115.756,7,Unknown
SONMZBU12A58A7D2D3,No Good In Goodbye,Jason Michael Carroll,229.8771,2007-02-06,87.712,2,Unknown
SORWVHN12A8C1459EA,Copacabana,Sivuca,137.482,1959,148.046,7,Unknown
SOBDYCT12AB0183AF5,Remember (Walkin' In the Sand),The Shangri-Las,136.01914,1996,65.771,10,Unknown
SONXKLQ12A8C141242,Tappin' Out (LP Version),The Katies,199.8624,0,155.193,2,Unknown
SONHWEW12AF72A7F22,Gallows (Album Version),Atreyu,208.66567,2009,138.536,5,Unknown
SOIFVXW12A8C13FA2B,Io Vivo,Piero Esteriore,246.54322,2007,100.071,0,Unknown
SODRFQW12AB0186454,La chanson des genêts,Jean Lumière,183.43138,0,124.113,5,Unknown
SORDEHU12A8C13E640,Destiny,Buju Banton,239.0722,Unknown,134.941,1,Unknown
SODPIYB12AB0184BFE,La Nuit,Patrick Eudeline,188.21179,2006,116.975,9,Unknown
SORTGBA12AB018A917,Café Sarajevo,Lara,190.85016,0,109.318,9,Unknown
SOFGOUH12A8C13A250,Ay Nare Nare,Grup Knar,381.70077,0,120.093,2,Unknown
SOOQECN12AC468957E,Fanfara,Save As,228.98893,0,85.33,10,Unknown
SOLCJXU12A8C134178,Breath Of Fresh Air,Warrior King,225.77587,2002,83.831,0,Unknown
SOOUQAZ12AB017BDB0,She Left Me A Mule ,Sonny Landreth,212.63628,1999,87.669,6,Unknown
SOXTXZQ12AB017D2C9,You Know How I Do [Live From Bamboozle],Taking Back Sunday,227.57832,0,165.145,3,Unknown
SOSWNTH12AB017EA7C,Cai dentro,Gabriel Grossi,253.43955,0,143.86,7,Unknown
SOBZUCH12A8C13DCA0,Ascendant,Keep Of Kalessin,270.21016,2008,229.864,8,Unknown
SOJDXQI12AF72A580E,One Year_ Six Months,Yellowcard,208.79628,2003,89.896,7,Unknown
SOWIAKP12AC3DFA050,Spoken Word / Ogdens' Nut Gone Flake / Spoken Word,Small Faces,248.24118,2006,77.09,9,Unknown
SOEBTAK12AB018BEA5,Mis calles de arena,Fabián,241.68444,2007-01,169.981,5,Unknown
SOFLQOA12AB0182976,My Funny Valentine,Jeanie Lambe & The Danny Moss Quartet,204.61669,1996,67.6,10,Unknown
SOBLYYF12AB018924E,Song For Stephin Merritt,Kira,193.17506,2008-09-15,69.167,4,Unknown
SOVCBOE12AB0183962,Change Clothes,Jay-Z,259.05587,Unknown,104.123,5,Unknown
