song_id,title,artist_name,duration,year,tempo,key
SOLUWQF12AB017DBDC,Youre nobody till somebody loves you,Mills Brothers,79.64689,0,124.906,2
SOXMSNK12AF72A8850,This Is For My Bitches,Jim Jones featuring Oshy,224.31302,2009,121.978,6
SODHFOI12A58A78491,Departure / End Title (Love Theme From Night Of Dark Shadows),Dark Shadows,115.43465,0,61.349,7
SOGBMQD12AB018F2A0,Let It All Go,Krayzie Bone,175.5424,0,181.03,6
SODCZXW12A6D4F97F5,Hummingbird,Jimmy Page,322.97751,1988,139.015,0
SOJJZTV12A6D4F6F6C,"Pete's Crusade (12"" Version) (2006 Digital Remaster)",Light Of The World,251.92444,0,120.878,0
SOHVCVM12AB018E396,Here You Come Again (LP Version),Barry Mann,170.44853,0,106.687,1
SOCJHAZ12AB0181CE2,Blowin' In the Wind,Ben Sidran,307.80036,2009,68.479,5
SOUAFUV12AB018A8FC,Beloki,Peloton,238.05342,0,70.229,4
SOZCOFD12AB0189AC5,Pick Me Up On Your Way Down - Original,Charlie Walker,152.73751,0,144.265,5
SOHWHCE12A8C133385,Shenandoah,The Statler Brothers,201.27302,1967,104.068,10
SOZKPDV12A8C136A4E,Brightess night,Wilks,256.07791,0,90.006,5
SOBBSDX12AAF3B33A9,My Own Way,Evolution,208.50893,0,97.015,5
SOIIEVJ12AB018564E,Schauet Her!,Der Plan,34.32444,1983,121.834,1
SOVGUDZ12AB017E644,Ich bleib so wie ich bin,Eko Fresh feat. Ado,215.92771,2007,126.693,10
SOLWFYL12A8AE47B48,Dunn's Revenge,Paul Buckmaster,123.76771,0,134.56,10
SOUFDQA12AB0189758,Jag Vet En Dejlig Rosa,Thomas Battenstein,175.90812,0,98.241,7
SOWRKPT12AC468E5D5,Never Alone,Walter Hawkins,468.00934,1978,129.761,1
SOVAKME12AB01892EE,Washes Over Me,Wamdue Project,422.24281,0,123.984,11
SOQWNGK12AB01897E2,Make it up,Anthony Cruz,264.14975,2005,95.37,0
SOZEGIU12AB01895A8,Love Lifted Me,Eddy Raven,141.68771,0,115.591,7
SORVNPU12A8C134C36,Junior Crehan's Favourite - Corney Is Coming,Planxty,156.18567,1973,202.789,7
SOKTSYD12A8C13CB8F,Bob Your Head,RUN-DMC,227.5522,1990,64.101,1
SOHRNFL12A6D4F9978,Luo Cuo Che,Sammi Cheng,295.57506,0,87.099,9
SOHJIWJ12AB0184EF9,Dope Nose,Weezer,137.37751,2002,127.407,10
SOGBVJQ12AB01834A1,Le Roi A Fait Battre Tambour,Jacques Douai,143.43791,0,73.716,2
SOUFPAB12A8C1382E0,It Could All Get Blown Away,The Jeff Healey Band,283.03628,1992,94.543,2
SOACDZP12AB0188A3C,Hannikaisen baari,Hector,282.64444,0,133.088,4
SOJYIEV12A8C130AAB,Radio Jay,Mario Rosenstock,361.82159,0,100.091,9
SOUYPSW12A8C138902,Wang Wang Blues,Hank Penny,126.95465,0,95.95,5
SOMWYQW12AB018373C,Siri,Samba Mapangala and Orchestra Virunga,301.66159,0,97.817,7
SOUOWYN12A8C13501F,Suba,Jason Miles,256.20853,0,196.004,6
SOUBGQW12A6D4F8CE5,Maracaia,Timbalada,242.1024,2006,180.06,10
SOYQWAD12A8C139316,Chu Hsin,B.A.D.,241.81506,0,121.993,7
SONIRES12AB01872D2,DEU470956112,Marty Robbins,129.67138,0,140.73,2
SOIPFOS12AB0183721,Lebaran,Bimbo,288.86159,0,147.991,9
SOHJNUH12AB01891DE,There Are More Questions Than Answers,Johnny Nash,167.26159,1972,163.257,4
SOXMDLV12A6701E69E,Cell (Album),Falling Into Place,293.72036,0,138.045,6
SOVSJKJ12AB0183DB7,Ya Basta,Jay Pérez,193.802,0,104.387,0
SOISNKR12A8C139DFA,Trois Noëls québècois (trad): Gabriel,Catherine King/Matthew Schwinghammer/The American Boychoir,125.3873,0,101.672,9
SOWJQRR12A6D4F725C,Love Is All Around,Wet Wet Wet,246.38649,1994,84.084,10
SOZQFDN12A6D4F8D09,Sommarens sista mås,Arne Weise,198.24281,2002,144.082,0
SOFKPLB12AC95F0493,The Croppy Boy,The Irish Tenors,283.55873,2001,142.612,10
SONNXKA12AB018A294,Reminissin',Geiom Feat. Marita,363.38893,0,140.022,1
SOZQJKU12A8C13A0C1,Fading Lady Light,Jefferson Starship,220.52526,0,122.348,10
SOTSHSR12AB01899B6,Play The Part,Eyes Set to Kill,158.95465,2010,97.497,8
SOVCPCV12AAFF41B75,Caseta del Plater,Pep Laguarda & Tapineria,340.53179,0,125.262,0
SOHMIMK12AB018A437,Many Are We,Keep Of Kalessin,292.41424,2006,110.044,3
SOKUUOE12A6D4F80EB,Sloppy (I Saw My Baby Gettin'),Devo,159.89506,1978,88.841,4
SOAVTUX12AB0181896,Cajun Honey (Cajun Lovin' Style),Rod Bernard,103.44444,0,155.254,0
SOXFDJD12AB018580A,2 People,Ann Lee,217.62567,0,170.373,0
SORNYFV12AF729F4A0,El Mar No Cesa (Live),Héroes del Silencio,198.89587,1991,159.483,4
SONRWFT12A6D4F983A,Dig Up Her Bones,The Misfits,181.21098,1997,111.153,10
SOEDFBN12AC9072EFE,I'm Gonna Take My Time,Anthony Watson,259.83955,0,163.902,11
SOWPSXC12A6D4FB04D,Collides With Beauty,ATB,349.04771,2004,136.967,0
SOILVKO12A8AE486B1,A Little Of You,Eurythmics,236.61669,1986,111.122,1
SOYKMPM12AB0188163,Amaze,Jimmy Riley,215.24853,0,159.96,1
SOHCGST12AB0185F64,Anfang Vom Ende,Pyranja,60.55138,2003,96.264,11
SOXQCMS12AB018591C,2 Fists Full Of Nothing,Bruisers,289.01832,0,135.233,9
SOMPUMW12A8C13D654,Cien Anos,Selena,190.35383,0,90.602,2
SOYKZHI12A58A7BEE9,Tabernacle Song,Fake Problems,195.47383,2009,103.776,0
SOTMRJU12AC9074F64,I'll Pray For You,The Perrys,255.26812,0,82.487,6
SOCXULH12A8C13F551,In My Heart,Paul Avgerinos,338.96444,2004,85.558,9
SOBQJCE12AB0183BB3,Forgive Me (High Key-Premiere Performance Plus),Steve Green,211.722,0,99.619,5
SOCYLNE12A81C223ED,"(You're) Timeless To Me (""Hairspray"")",John Travolta / Christopher Walken,287.16363,0,128.685,4
SOCPWFB12A6D4FA899,Levallois Monte Carlo,Georges Parys,155.58485,0,90.278,4
SOQVVDQ12AB018300C,Dragonfly,Diesel Boy,140.06812,1998,205.553,0
SOLMXIE12A8C1429A8,Question Authority,Circle Jerks,122.64444,1982,173.669,1
SOCHHXJ12A6D4F8E9B,32 Lines (Album Version),Sophie B. Hawkins,302.86322,1999,129.316,7
SOZIQBP12A58A79F4E,The Taking Of Angelique,Dark Shadows,67.05587,0,110.933,11
SOZIQEG12A8AE46F8E,Loup Garou,Deville_ Willy,291.91791,1996,103.258,9
SOFJQSW12A58A7DD3B,Oh No,Daniel Johnston,237.68771,1984,105.641,8
SOUMTXR12AB017BAB4,4tx.31b,S.U.P,274.54649,1993,154.01,0
SOVKHXD12A67020C86,So Many Reasons,Jake Hess,168.77669,2004,92.76,6
SOQSPFC12AB018C494,Run A Mile,The Pineapple Thief,399.82975,2006,140.077,0
SOHWNYG12A81C208D4,All Is One,Atman,433.94567,1998,89.385,6
SONYDNP12AB0186DCE,Your Love (Got a Hold of Me) instrumental,George Nooks,252.3424,0,179.888,2
SOLRXEG12A8C13D5E7,Wo You Jin Ri,Justin,298.10893,0,120.016,5
SOZNTWU12A8C1453CF,Nobody In Mind,Joe Turner,171.65016,0,84.737,1
SOSJWQO12AC9070E86,Cranford: Deborah's Vigil,Carl Davis,167.20934,0,80.959,7
SODICFT12AB01836D3,Kaloobafak [I'm Confessin' (That I Love You)] (LP Version),Jim Kweskin,235.31057,0,63.993,0
SOWNKBE12A67FFB39F,Get 'em,Redman / Saukrates / Icadon,204.19873,0,231.264,4
SOJCRCO12A6D4F89BA,Intro,DJ Clue / P. Diddy,64.70485,1998,81.229,2
SOTAEHU12A8AE47888,September Song,The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,218.48771,1997,67.452,0
SOHGUVY12A6D4FD2D5,Cable,Languis,199.00036,0,126.999,1
SOQBYJC12A8C1358D9,To Go Home,Daniel Johnston,270.78485,1982,131.011,0
SOUKRER12A8C13BDE1,Duh Duh Da,Lidell Townsell,201.82159,0,125.013,9
SOJDYFO12A8C141BA4,Tu Vuo_ Fa_ L_ Americano,Rita Chiarelli,278.33424,0,95.508,2
SOGZRCP12AC960D91D,Bigbigkiss,Helen Love,213.39383,2000,162.101,2
SOWEZSI12A81C21CE6,Tu Quieres Volver,Gipsy Kings,194.87302,1987,165.006,5
SOHHVZZ12A6D4F9848,Stop That Thing,Sleepy John Estes,163.91791,1935,96.982,11
SOEUWYJ12A8C144BE8,Intro/Whatcha Gonna Do about It,Humble Pie,288.02567,0,93.716,9
SOAQLJU12AB0185B2A,High Horse,Workhorse,251.402,2007,85.209,7
SOBUVXZ12AC9075605,Calm Down Dad,Helen Love,143.15057,0,205.016,11
SOFPBVZ12A8C135C19,Bodyfly (Dynamix original version),Dynamix,451.02975,0,85.326,8
SOOCGEI12A6D4F9624,Walking To Jerusalem,Tracy Byrd,209.08363,1996,116.625,2
SOMXAFA12AB018C537,Romanza,Hard Romantic,267.7024,0,81.974,10
SOFXZWI12AB0180B8D,Brampton To Roadhead,Gathering,242.93832,0,95.035,7
SOQLXRZ12AC468BC3F,Dragonfly,Connemara Stone Company,192.10404,0,123.36,2
SOQTINJ12A58A7DD36,Drumroll (We're All Thirsty),P.O.S,156.83873,0,108.279,1
SODYJJO12A58A7C861,It's Good To Know Jesus,Mississippi Mass Choir,221.90975,2003,116.49,1
SOPVANN12AB0186E36,Back A Yard,The In Crowd,266.81424,1979,121.713,1
SOWEUOO12A6D4F6D0C,Given Up (Album Version),Linkin Park,189.28281,2007,100.073,4
SOWXZFY12A8C13807F,1er Gaou,Magic Systeme,287.34649,0,120.693,0
SOUKMIK12A6D4F671E,Ja Nun Hons Pris,Bryan Ferry,35.65669,2002,82.568,7
SOEKVHT12AB018D3D0,O For a Thousand Tongues,Glad,202.55302,0,105.364,9
SORXZTW12AB0183775,Things You Do To Me,Martin Sexton,256.62649,2000,137.765,1
SOGIUHH12A8C138CE0,South Bound Water,Lonnie Johnson,189.98812,0,86.761,11
SODOSRS12A8C144552,It Ain't What It Seems,Pat Travers,225.20118,0,138.966,11
SOANWEY12A58A7B504,Tripping Billies,DAVE MATTHEWS BAND,289.09669,1993,125.159,11
SONPYGH12A6701F6CF,I'mma Break It Down,Eazy-E,208.32608,1988,115.692,8
SOSELMV12A6D4FCF5A,Valerie,Amy Winehouse,229.85098,2007,96.224,5
SOKZIXZ12AAF3B2CEC,The Very Conscious,The Antripodean Collective,720.53506,0,60.641,0
SOLJQBW12A6702187B,November Has Come,Gorillaz,160.96608,2005,84.141,10
SOSYGHA12AB0186AEC,Le Chat du Café des Artistes,Charlotte Gainsbourg,241.65832,2009,150.256,1
SOOYPCQ12A6D4FC50A,Joy to the World,The Jordanaires & Orion,97.69751,0,106.317,10
SOPTTLQ12A58A7B12B,6TH Avenue Nightmare,Pennywise,159.89506,2005,200.877,9
SOJFVGM12A8C13E2B2,BOMB SQUAD,Bomb Squad,191.11138,0,109.614,3
SOSSDRI12A8C13B97E,Cuatro Estrofas,Sandra Mihanovich,263.18322,1994,122.072,11
SOLVZZO12A8C130E19,Give It Up Or Let Me Go,Dixie Chicks,296.30649,1998,103.863,2
SOADJAQ12A8C13F520,Song Without End,Paul Avgerinos,324.51873,2004,91.405,9
SOZVZWP12A58A7BAD1,Show Me (Acoustic Version),Seal,117.78567,0,119.772,4
SOMSGDK12A8C14032F,Background Music: The Greatest Ever Punk Sing-Along! (Live),The Prefects,266.57914,0,104.521,9
SOKQQDO12A8C13471A,The Interrogation,Paul Buckmaster,73.50812,0,161.665,10
SOKFHLV12AB0187A2F,Y.O.U. (Album Version),Lonestar,214.12526,0,125.022,0
SOIZLKI12A6D4F7B61,Supermassive Black Hole (Album Version),Muse,209.34485,0,120.01,7
SOKTKHO12A58A7CDA5,Climax (Instrumental Mix),Slum Village,200.61995,0,95.599,1
SOBMAHU12AB017FA30,It's Four In The Morning,Faron Young,159.79057,1986,141.772,9
SOLSXXH12A8C143166,A.C.A.B. (Bumper Sessions),4 Skins,89.44281,0,140.52,4
SOKPBBP12A8AE49419,Nanã,Mario Telles,212.13995,1962,97.34,2
SONHNAC12A8C13A15A,Tenderly,Eddie Calvert,171.65016,0,130.598,7
SOQUAIH12AB0181406,I Wanna Be Where You Are,Michael Jackson,182.7522,1972,207.544,4
SOKGPRX12A8C138268,The Stranger,James Horner,231.57506,2003,186.138,2
SOONMKD12A81C2413A,NOT IN LOVE,The Scare,218.95791,0,95.33,9
SONHEUO12AF72A4792,Intro,The Chi-Lites,251.27138,0,138.501,5
SOTMGME12AB017F79B,Are You There (With Another Girl),Burt Bacharach,175.882,1967,115.756,7
SONMZBU12A58A7D2D3,No Good In Goodbye,Jason Michael Carroll,229.8771,2007,87.712,2
SORWVHN12A8C1459EA,Copacabana,Sivuca,137.482,0,148.046,7
SOBDYCT12AB0183AF5,Remember (Walkin' In the Sand),The Shangri-Las,136.01914,1964,65.771,10
SONXKLQ12A8C141242,Tappin' Out (LP Version),The Katies,199.8624,0,155.193,2
SONHWEW12AF72A7F22,Gallows (Album Version),Atreyu,208.66567,2009,138.536,5
SOIFVXW12A8C13FA2B,Io Vivo,Piero Esteriore,246.54322,0,100.071,0
SODRFQW12AB0186454,La chanson des genêts,Jean Lumière,183.43138,0,124.113,5
SORDEHU12A8C13E640,Destiny,Buju Banton,239.0722,1997,134.941,1
SODPIYB12AB0184BFE,La Nuit,Patrick Eudeline,188.21179,0,116.975,9
SORTGBA12AB018A917,Café Sarajevo,Lara,190.85016,0,109.318,9
SOFGOUH12A8C13A250,Ay Nare Nare,Grup Knar,381.70077,0,120.093,2
SOOQECN12AC468957E,Fanfara,Save As,228.98893,0,85.33,10
SOLCJXU12A8C134178,Breath Of Fresh Air,Warrior King,225.77587,2002,83.831,0
SOOUQAZ12AB017BDB0,She Left Me A Mule ,Sonny Landreth,212.63628,1999,87.669,6
SOXTXZQ12AB017D2C9,You Know How I Do [Live From Bamboozle],Taking Back Sunday,227.57832,0,165.145,3
SOSWNTH12AB017EA7C,Cai dentro,Gabriel Grossi,253.43955,0,143.86,7
SOBZUCH12A8C13DCA0,Ascendant,Keep Of Kalessin,270.21016,2008,229.864,8
SOJDXQI12AF72A580E,One Year_ Six Months,Yellowcard,208.79628,2003,89.896,7
SOWIAKP12AC3DFA050,Spoken Word / Ogdens' Nut Gone Flake / Spoken Word,Small Faces,248.24118,1968,77.09,9
SOEBTAK12AB018BEA5,Mis calles de arena,Fabián,241.68444,0,169.981,5
SOFLQOA12AB0182976,My Funny Valentine,Jeanie Lambe & The Danny Moss Quartet,204.61669,1996,67.6,10
SOBLYYF12AB018924E,Song For Stephin Merritt,Kira,193.17506,0,69.167,4
SOVCBOE12AB0183962,Change Clothes,Jay-Z,259.05587,2003,104.123,5
SOOBFRV12AB0184739,Kathleen's Song / Ray Lynch,Ray Lynch,250.22649,1984,139.944,2
SOLFTTR12A6D4FDC9F,Trows Kind,Elvenking,357.45914,2006,200.036,8
SOEEQKB12A8C143340,The Lonesome Boatman,The Fureys,234.50077,0,117.85,4
SOCCQJE12AB018722F,She Don't Move Me No More,BB King,186.40934,1995,52.932,11
SONCMDH12A58A7C500,Knock Knock,Joe Lynn Turner,231.1571,0,161.063,7
SOGKSAD12AF72A35AA,Through the Looking Glass (jazz),Chris Standring,261.0673,2006,109.997,8
SOYULPJ12A67021002,Wish (Album Version),Beautiful Creatures,263.96689,2001,151.508,6
SOMTRKO12A8C134D55,Police Story,Black Flag,92.36853,1981,114.378,2
SOVRDND12A8C13AE30,Markus sång,Kent,215.562,0,121.6,5
SOLDLXG12AB0185707,Beauty And The Beast,Nightwish,382.58893,1997,78.959,5
SOTYJVR12AC468B3BD,Alma Mater,Moonspell,318.9024,1995,117.593,2
SOKCPLP12A6D4FB42E,General Chariot Corp. (LP Version),Bob Newhart,326.29506,0,78.785,9
SOVXVKR12AB017F9C6,Ormhäxan,Finntroll,278.93506,2007,180.06,2
SOTYYYZ12A58A7D468,Own Me,The Frequency,284.682,2004,153.667,7
SOJNRPI12AB018E779,Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Big Star,241.60608,0,160.68,4
SOONWRV12A8C138371,Fall Line,Jack Johnson and Friends / Matt Costa,136.30649,2003,150.519,3
SOFUDES12AB018E6C8,Me vuelves loco,Caballo Dorado,190.22322,0,161.486,2
SOAORIB12AC9072D42,The Other Side Of That Hill,Barbara Fairchild,329.24689,0,151.676,2
SOVQFUY12AB018A77D,Morghe Eshgh,Mohammad Nouri,224.02567,0,85.56,3
SOQWLMX12A67020B04,Sista,City High,231.33995,2001,159.975,8
SOOUNZH12A6D4F9584,Don't It (make Your Troubles Seem Small) (Album Version),Soul Asylum,168.93342,1986,195.005,0
SOYEVCP12AC9E17E09,Someday (I Will Understand),Britney Spears,1.04444,2005,0.0,3
SOPDHNR12AB017BDB9,Das ist mein Viertel,Eko Fresh feat. Capkekz,236.14649,0,94.998,8
SOREOJO12AF72A6BB7,Bull Dog,The Shangri-Las,157.85751,1964,93.413,7
SORXPDE12A81C215EC,Chumpman Blues,Scott Ainslie,175.04608,0,180.381,2
SOBUDGS12AB0184923,I Can't Believe That You're In Love With Me (Digitally Remastered 95),The John Buzon Trio,140.56444,0,125.073,0
SOLKVUE12AB018352E,Big Legged Woman,Robert Lockwood_ Jr.,278.38649,1998,117.981,9
SOXJASM12A8C13BB05,Como Nuestro Amor No Hay Dos,Cabas,207.82975,2008,216.023,0
SOHYFHW12AB01849D8,My M.B. Thang,Tyree,399.93424,0,161.272,1
SOLDPPH12A6D4F7F89,Come Live With Me (12'' Extended Version) (2006 Digital Remaster),Heaven 17,273.84118,1983,96.859,10
SOMZVHH12AB017D9B3,Forró Praieiro,Sivuca,202.78812,0,143.311,0
SOZXLAE12AB018AB74,Je suis le passeur du printemps,Jean Lumière,144.19546,0,140.741,10
